tweet_id,airline_sentiment,text,textToken,textWords,features,airline_sentiment_Index,rawPrediction,probability,prediction
568710194575872001,neutral,"@united got it, look forward to hearing from you soon","[""@united"",""got"",""it,"",""look"",""forward"",""to"",""hearing"",""from"",""you"",""soon""]","[""@united"",""got"",""it,"",""look"",""forward"",""hearing"",""soon""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[10,41,260,411,560,939,981],""values"":[1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.09675090374348141,0.3764102311886458,-0.4731611349321274]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3462298984388621,0.45795106261112,0.1958190389500179]}",1
568716027577696256,neutral,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.,"[""@united"",""pre-dawn"",""flight"",""to"",""#miami"",""from"",""#ewr."",""annual"",""#sobewff"",""trip."",""now.""]","[""@united"",""pre-dawn"",""flight"",""#miami"",""#ewr."",""annual"",""#sobewff"",""trip."",""now.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,125,560,600,637,653,802,849,865],""values"":[1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.5997195005766006,-0.25816618006672687,-0.34155332050987375]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5512105827379176,0.2337451076999226,0.21504430956215975]}",0
568736451237707776,positive,@united awesome new plane flight 1701,"[""@united"",""awesome"",""new"",""plane"",""flight"",""1701""]","[""@united"",""awesome"",""new"",""plane"",""flight"",""1701""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,65,560,585,948],""values"":[1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.0748633539431916,-0.1361472074030748,0.06128385345988291]}","{""vectorType"":""dense"",""length"":3,""values"":[0.35761825957933446,0.28958693400652674,0.3527948064141389]}",0
568751950935691265,neutral,@united tremendous. What would you recommend?,"[""@united"",""tremendous."",""what"",""would"",""you"",""recommend?""]","[""@united"",""tremendous."",""recommend?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[560,821,978],""values"":[1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.24353427529867444,0.016518826999467273,-0.2600531022981418]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41644678715832684,0.3318699725381949,0.2516832403034783]}",0
568757166674460672,neutral,@united just kidding with you I'll send you my stuff now. Thanks,"[""@united"",""just"",""kidding"",""with"",""you"",""i'll"",""send"",""you"",""my"",""stuff"",""now."",""thanks""]","[""@united"",""kidding"",""send"",""stuff"",""now."",""thanks""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[357,523,560,722,802,958],""values"":[1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.2542836814086219,-0.2411105496272543,-0.013173131781367642]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4211139768612931,0.25659765025045234,0.3222883728882547]}",0
568758807418896385,positive,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧,"[""@united"",""#firstclass"",""to"",""#london"",""on"",""my"",""way"",""to"",""#londonfashionweek"",""#lfw15"",""👠🇬🇧👠🇬🇧👠🇬🇧""]","[""@united"",""#firstclass"",""#london"",""way"",""#londonfashionweek"",""#lfw15"",""👠🇬🇧👠🇬🇧👠🇬🇧""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[142,148,312,391,470,560,724],""values"":[1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.04573507689850812,0.8365170690378951,-0.8822521459364037]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2777416098296671,0.6124536172231916,0.10980477294714124]}",1
568760341921959936,negative,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49","[""@united"",""too"",""late"",""flight,"",""damage"",""has"",""been"",""done."",""easily"",""the"",""worst"",""airline"",""experience"",""of"",""my"",""life."",""missed"",""two"",""connecting"",""flights"",""&amp;"",""days"",""of"",""work."",""#ua49""]","[""@united"",""late"",""flight,"",""damage"",""done."",""easily"",""worst"",""airline"",""experience"",""life."",""missed"",""two"",""connecting"",""flights"",""&amp;"",""days"",""work."",""#ua49""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[79,196,207,208,212,332,360,433,535,536,560,635,728,762,858,874,915,987],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[2.4424605975716194,-0.9839191248319503,-1.45854147273967]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9499147558543884,0.030876412024374956,0.019208832121236502]}",0
568778028773347329,negative,@united I need assistance with pulling your agents' heads out of their asses,"[""@united"",""i"",""need"",""assistance"",""with"",""pulling"",""your"",""agents'"",""heads"",""out"",""of"",""their"",""asses""]","[""@united"",""need"",""assistance"",""pulling"",""agents'"",""heads"",""asses""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[47,294,537,560,590,796,929],""values"":[1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.4249913893584834,0.004057281160372406,-1.429048670518856]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7697640184796835,0.18588903137663088,0.0443469501436856]}",0
568781213651087361,negative,@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.,"[""@united"",""education"",""of"",""that"",""staff"",""is"",""needed"",""-"",""he"",""also"",""turned"",""away"",""other"",""first"",""class"",""cabin"",""passengers"",""with"",""mileage"",""plus.""]","[""@united"",""education"",""staff"",""needed"",""-"",""also"",""turned"",""away"",""first"",""class"",""cabin"",""passengers"",""mileage"",""plus.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[7,152,162,224,300,401,403,506,530,560,685,737,792,869],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.8421742286072497,-0.2984984642864349,-0.5436757643208152]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6370582907243315,0.20360634875763473,0.15933536051803376]}",0
568795875612463104,negative,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,"[""@united"",""#4781"",""cancelled"",""flightled."",""#5102newflight"",""i"",""will"",""be"",""upset"",""if"",""this"",""one"",""cancelled"",""flights"",""too."",""i"",""could"",""have"",""rented"",""a"",""car"",""if"",""they"",""would"",""have"",""been"",""honest.""]","[""@united"",""#4781"",""cancelled"",""flightled."",""#5102newflight"",""upset"",""one"",""cancelled"",""flights"",""too."",""rented"",""car"",""honest.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[22,53,54,433,523,560,661,674,815,873,953],""values"":[1,1,1,1,1,1,2,1,2,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.7725603075445648,-0.37545139617831813,-1.397108911366247]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8630112194754372,0.10072721161787727,0.03626156890668555]}",0
568797413529538562,neutral,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?","[""@united"",""traveling"",""from"",""fra"",""thru"",""iad"",""to"",""mco"",""tomorrow,"",""concerned"",""abt"",""iad"",""weather."",""can't"",""change"",""until"",""advisory"",""issued?"",""any"",""advice?""]","[""@united"",""traveling"",""fra"",""thru"",""iad"",""mco"",""tomorrow,"",""concerned"",""abt"",""iad"",""weather."",""change"",""advisory"",""issued?"",""advice?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[179,194,197,387,491,505,538,560,587,667,744,786,840,856],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.6438831143586446,1.3411607691942742,-1.9850438835529187]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3246295943815176,0.6519464832201668,0.023423922398315502]}",1
568801442770743296,negative,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....,"[""@united"",""thanks"",""for"",""the"",""reply."",""the"",""box"",""is"",""not"",""mine"",""and"",""i'm"",""not"",""missing"",""one."",""it"",""was"",""added"",""to"",""my"",""bag"",""....""]","[""@united"",""thanks"",""reply."",""box"",""mine"",""missing"",""one."",""added"",""bag"",""....""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[99,181,255,415,466,545,560,922,946,958],""values"":[1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.5063451966077689,-0.021697193711304297,-0.484648002896465]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5099527005831165,0.30074886686300634,0.1892984325538773]}",0
568801535662166016,neutral,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,"[""@united"",""based"",""on"",""suggestions"",""from"",""other"",""passengers"",""i"",""have"",""a"",""rental"",""car"",""on"",""standby"",""for"",""11:30."","""",""one"",""way"",""or"",""another"",""will"",""be"",""leaving"",""then.""]","[""@united"",""based"",""suggestions"",""passengers"",""rental"",""car"",""standby"",""11:30."","""",""one"",""way"",""another"",""leaving"",""then.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[22,166,234,244,267,274,372,379,391,474,506,560,674,815],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[1.013443810679954,0.21657018153332872,-1.2300139922132831]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6423321450818515,0.2895221776166316,0.06814567730151683]}",0
568809558786899968,positive,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive","[""@united"",""as"",""u"",""might"",""imagine,"",""this"",""former"",""pilot"",""was"",""particularly"",""touched"",""by"",""the"",""gesture."",""please"",""let"",""the"",""fo"",""know"",""#keepingtraditionsalive""]","[""@united"",""u"",""might"",""imagine,"",""former"",""pilot"",""particularly"",""touched"",""gesture."",""please"",""let"",""fo"",""know"",""#keepingtraditionsalive""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[160,267,426,443,515,560,610,617,643,701,779,783,924,928],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.6515586435553117,0.42775223669284135,-1.0793108802481535]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5059192001979684,0.40446716797547455,0.08961363182655702]}",0
568810180269494272,negative,"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.","[""@united"",""i"",""will"",""be"",""calling"",""customer"",""service."",""2"",""delayed"",""flights"",""today"",""now,"",""luggage"",""misplaced,"",""a"",""disaster"",""across"",""the"",""board.""]","[""@united"",""calling"",""customer"",""service."",""2"",""delayed"",""flights"",""today"",""now,"",""luggage"",""misplaced,"",""disaster"",""across"",""board.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[2,74,81,193,221,305,413,433,503,560,806,892,936,979],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[2.9176980085642894,-0.9799127459027206,-1.9377852626615695]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9726908275843866,0.019736219984333107,0.007572952431280285]}",0
568821307766222848,negative,@united uh - I booked it through the UA website. Why the price change?,"[""@united"",""uh"",""-"",""i"",""booked"",""it"",""through"",""the"",""ua"",""website."",""why"",""the"",""price"",""change?""]","[""@united"",""uh"",""-"",""booked"",""ua"",""website."",""price"",""change?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[152,339,520,560,677,738,898,958],""values"":[1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[-0.22399047837773908,-0.05302707124086836,0.2770175496186071]}","{""vectorType"":""dense"",""length"":3,""values"":[0.26063172866474255,0.3092258192971373,0.43014245203812007]}",2
568831798857195520,neutral,@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,"[""@united"",""i'm"",""in"",""another"",""country"",""-"",""please"",""cancelled"",""flight"",""my"",""reservation."",""i've"",""booked"",""through"",""swiss"",""air""]","[""@united"",""another"",""country"",""-"",""please"",""cancelled"",""flight"",""reservation."",""booked"",""swiss"",""air""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,88,152,166,369,388,520,560,661,870,928],""values"":[1,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[1.3602110178792581,-0.2819032855808299,-1.0783077322984287]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7807252080990302,0.15112524622940274,0.06814954567156717]}",0
568834851517771776,negative,"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?","[""@united"",""you"",""just"",""tried"",""to"",""charge"",""$750"",""for"",""a"",""$539"",""flight"",""when"",""i"",""tried"",""to"",""make"",""a"",""change"",""over"",""the"",""phone,"",""not"",""including"",""$200"",""change"",""fee."",""wtf?""]","[""@united"",""tried"",""charge"",""$750"",""$539"",""flight"",""tried"",""make"",""change"",""phone,"",""including"",""$200"",""change"",""fee."",""wtf?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,48,127,150,174,334,385,387,525,560,749,812,831],""values"":[1,1,1,2,1,1,1,2,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[2.1446255300544697,-1.4566453572168432,-0.6879801728376278]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9206845853682222,0.02512457926548008,0.05419083536629756]}",0
568837615220166657,positive,@united thanks for more timely updates.,"[""@united"",""thanks"",""for"",""more"",""timely"",""updates.""]","[""@united"",""thanks"",""timely"",""updates.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[495,560,605,958],""values"":[1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[-0.017085108555129257,0.02982741538473349,-0.012742306829604255]}","{""vectorType"":""dense"",""length"":3,""values"":[0.32761293059765517,0.34334828694939157,0.3290387824529533]}",1
568848699960332288,negative,@united what I don't understand isn't flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight...,"[""@united"",""what"",""i"",""don't"",""understand"",""isn't"",""flight"",""that"",""i"",""paid"",""premium"",""for"",""getting"",""cancelled"",""flighted"",""and"",""the"",""best"",""you"",""can"",""do"",""is"",""next"",""available"",""flight...""]","[""@united"",""understand"",""flight"",""paid"",""premium"",""getting"",""cancelled"",""flighted"",""best"",""next"",""available"",""flight...""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[29,37,158,273,475,487,540,558,560,661,763,929],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.6580419817627392,-0.6489273814018969,-1.0091146003608424]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8554232477787094,0.08516810505464123,0.059408647166649405]}",0
568850852909342720,negative,@united splitting up my flights quadruples the price,"[""@united"",""splitting"",""up"",""my"",""flights"",""quadruples"",""the"",""price""]","[""@united"",""splitting"",""flights"",""quadruples"",""price""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[433,507,560,738,930],""values"":[1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.022486367090232752,0.4885388829948475,-0.5110252500850802]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3144424356653913,0.5011239826568087,0.18443358167779988]}",1
568851544537481216,negative,@united why would a person take hours and hours of wait time just to tell a lie,"[""@united"",""why"",""would"",""a"",""person"",""take"",""hours"",""and"",""hours"",""of"",""wait"",""time"",""just"",""to"",""tell"",""a"",""lie""]","[""@united"",""person"",""take"",""hours"",""hours"",""wait"",""time"",""tell"",""lie""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[154,157,249,477,560,602,850,855],""values"":[1,1,1,1,1,2,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[2.4685800671317057,-0.9017141621512499,-1.5668659049804563]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9505185561607534,0.03267837208598629,0.0168030717532603]}",0
568857956470517760,negative,@united @JedediahBila Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes,"[""@united"",""@jedediahbila"",""why"",""is"",""united"",""voted"",""every"",""year"",""as"",""one"",""of"",""the"",""worst"",""airlines?"",""do"",""enjoy"",""that"",""title?"",""you"",""should"",""give"",""jedediah"",""free"",""passes""]","[""@united"",""@jedediahbila"",""united"",""voted"",""every"",""year"",""one"",""worst"",""airlines?"",""enjoy"",""title?"",""give"",""jedediah"",""free"",""passes""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[73,121,332,417,495,560,681,718,764,783,805,815,823,899,990],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.4485167683411595,-0.5547526689462288,-0.8937640993949312]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8123465540270741,0.10958029875806154,0.07807314721486436]}",0
568862907850743808,negative,@united your customer service is crap.,"[""@united"",""your"",""customer"",""service"",""is"",""crap.""]","[""@united"",""customer"",""service"",""crap.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[252,413,435,560],""values"":[1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.6690292425249968,-0.2626055828531263,-0.4064236596718705]}","{""vectorType"":""dense"",""length"":3,""values"":[0.576351460395683,0.22703014897614696,0.19661839062817005]}",0
568865640569806848,negative,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.","[""@united"",""that's"",""still"",""one"",""day"",""over"",""my"",""visa"",""expiring"",""on"",""june"",""9,"",""which"",""is"",""why"",""i"",""booked"",""my"",""flight"",""on"",""that"",""day.""]","[""@united"",""still"",""one"",""day"",""visa"",""expiring"",""june"",""9,"",""booked"",""flight"",""day.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[14,29,105,133,520,560,712,778,790,815,842],""values"":[1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.1075790363639928,-0.7511238458645066,-0.3564551904994871]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7208890812796408,0.11236835999323327,0.16674255872712573]}",0
568872120471687168,positive,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,"[""@united"",""thank"",""you"",""thank"",""you"",""thank"",""you"",""for"",""contacting"",""me."",""thank"",""you"",""for"",""the"",""offer"",""of"",""a"",""$1000"",""travel"",""certificate"",""#unitedairlines""]","[""@united"",""thank"",""thank"",""thank"",""contacting"",""me."",""thank"",""offer"",""$1000"",""travel"",""certificate"",""#unitedairlines""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[177,235,513,560,681,687,719,925,958],""values"":[1,1,1,1,1,4,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[-1.7682894845368184,-1.7005825616830672,3.4688720462198854]}","{""vectorType"":""dense"",""length"":3,""values"":[0.00525747486580213,0.005625769680396179,0.9891167554538016]}",2
568881812174299137,negative,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,"[""@united"",""i"",""have"",""never"",""been"",""so"",""grossed"",""out"",""in"",""my"",""life."",""what"",""a"",""disappointment-yet"",""again-flying"",""with"",""you.""]","[""@united"",""never"",""grossed"",""life."",""disappointment-yet"",""again-flying"",""you.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[4,138,281,395,526,535,560],""values"":[1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.8939338819493677,-0.1667656724252906,-0.7271682095240777]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6477127574240961,0.22424692043692193,0.12804032213898195]}",0
568885498464374785,negative,"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.","[""@united"",""i'm"",""fully"",""aware,"",""it's"",""just"",""that"",""your"",""rules"",""are"",""harsh"",""toward"",""the"",""client."",""especially"",""since"",""you're"",""going"",""to"",""resell"",""my"",""seat"",""for"",""more"",""$.""]","[""@united"",""fully"",""aware,"",""rules"",""harsh"",""toward"",""client."",""especially"",""since"",""going"",""resell"",""seat"",""$.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[9,38,47,173,194,287,560,681,774,813,820,922,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[0.969198655533129,-0.7323804599872203,-0.23681819554590805]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6748627917781401,0.12309178335656276,0.20204542486529709]}",0
568885581297651713,neutral,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?","[""@united"",""not"",""waiving"",""change"",""fees"",""with"",""the"",""snow"",""storm"",""coming"",""tomorrow?"",""iad"",""is"",""under"",""winter"",""storm"",""warning"",""tomorrow"",""already,"",""what's"",""up?""]","[""@united"",""waiving"",""change"",""fees"",""snow"",""storm"",""coming"",""tomorrow?"",""iad"",""winter"",""storm"",""warning"",""tomorrow"",""already,"",""up?""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[25,90,102,115,387,409,509,525,544,560,752,777,786,954],""values"":[1,1,1,2,1,1,1,1,1,1,1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.5648812221865551,1.1333434820800357,-1.6982247042665912]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34848343113312896,0.6152649238792391,0.03625164498763202]}",1
568894996683870208,neutral,@united or frontier ... http://t.co/n8WiNFu6C5,"[""@united"",""or"",""frontier"",""..."",""http://t.co/n8winfu6c5""]","[""@united"",""frontier"",""..."",""http://t.co/n8winfu6c5""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[33,177,560,773],""values"":[1,1,1,1]}",1,"{""vectorType"":""dense"",""length"":3,""values"":[0.48735901961850575,0.6879233112049169,-1.1752823308234233]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41464018204385505,0.5067285239727312,0.07863129398341383]}",1
568910220644237312,negative,@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,"[""@united"",""this"",""delay"",""of"",""flight"",""ua4636"",""has"",""been"",""painful."",""i"",""sure"",""hope"",""it"",""doesn't"",""cause"",""me"",""or"",""my"",""luggage)"",""to"",""miss"",""my"",""ua82"",""flight"",""to"",""new"",""delhi!""]","[""@united"",""delay"",""flight"",""ua4636"",""painful."",""sure"",""hope"",""cause"",""luggage)"",""miss"",""ua82"",""flight"",""new"",""delhi!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[0,27,29,44,71,74,245,310,316,560,585,699,821],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.456185693855043,-0.6361980755525396,-0.8199876183025039]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8156147741271019,0.10064086456210644,0.08374436131079155]}",0
568916446710857728,positive,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,"[""@united"",""free"",""booze"",""for"",""the"",""bach"",""party"",""would"",""make"",""it"",""better!"","""",""ord--&gt;msy"",""#delayed"",""#again"","""","""",""we"",""will"",""enjoy"",""either"",""way."","""",""thanks!""]","[""@united"",""free"",""booze"",""bach"",""party"",""make"",""better!"","""",""ord--&gt;msy"",""#delayed"",""#again"","""","""",""enjoy"",""either"",""way."","""",""thanks!""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[54,73,114,126,331,372,378,379,525,543,560,639,731,805,944],""values"":[1,1,1,1,1,4,1,1,1,1,1,1,1,1,1]}",2,"{""vectorType"":""dense"",""length"":3,""values"":[0.09711799272188607,0.120580786188827,-0.21769877891071393]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36315266874378493,0.3717739894395557,0.26507334181665937]}",1
568917261869674497,negative,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,"[""@united"",""i"",""will!"",""on"",""@americanair"",""@southwestair"",""@delta"",""or"",""@jetblue"","""",""all"",""of"",""which"",""will"",""be"",""getting"",""my"",""business."",""#unfriendlyskies"",""#unbelievable""]","[""@united"",""will!"",""@americanair"",""@southwestair"",""@delta"",""@jetblue"","""",""getting"",""business."",""#unfriendlyskies"",""#unbelievable""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[297,308,330,346,372,400,415,540,546,560,911],""values"":[1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.2561370107899,0.2009796895806667,-1.4571167003705678]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7069844232774111,0.24612789822407138,0.04688767849851759]}",0
568918759664021504,negative,@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies,"[""@united"",""roundtrip"",""to"",""london"",""on"",""@delta"",""?"",""i"",""think"",""i"",""will!"",""fyi"",""that's"",""another"",""$1k"",""you"",""just"",""lost."",""#moneynotspentonunited"",""#unfriendlyskies""]","[""@united"",""roundtrip"",""london"",""@delta"",""?"",""think"",""will!"",""fyi"",""another"",""$1k"",""lost."",""#moneynotspentonunited"",""#unfriendlyskies""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[166,184,267,303,308,335,346,360,535,560,667,779,911],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.1684445298921409,0.6467244553179685,-1.8151689852101103]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6082323894991473,0.3609851977160876,0.030782412784765057]}",0
568925709189705728,negative,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,"[""@united"",""what"",""idiot"",""designed"",""your"",""seats?"",""armrest"",""tv"",""remote"",""&amp;"",""resting"",""elbows"",""don't"",""mix."",""seatmate"",""keeps"",""changing"",""channels"",""&amp;"",""blasting"",""volume.""]","[""@united"",""idiot"",""designed"",""seats?"",""armrest"",""tv"",""remote"",""&amp;"",""resting"",""elbows"",""mix."",""seatmate"",""keeps"",""changing"",""channels"",""&amp;"",""blasting"",""volume.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[20,96,161,253,335,479,505,511,536,547,560,586,589,693,738,891,945],""values"":[1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[2.0828833120850447,-1.2793425700325887,-0.8035407420524565]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9170666088436732,0.03178372051713964,0.05114967063918711]}",0
568944096687075329,negative,@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.,"[""@united"",""made"",""me"",""remove"",""1"",""pound"",""from"",""my"",""checked"",""bag"",""otherwise"",""they"",""would"",""charge"",""me"",""$200."",""loyal"",""flier"",""for"",""10"",""years"",""-"",""time"",""for"",""change.""]","[""@united"",""made"",""remove"",""1"",""pound"",""checked"",""bag"",""otherwise"",""charge"",""$200."",""loyal"",""flier"",""10"",""years"",""-"",""time"",""change.""]","{""vectorType"":""sparse"",""length"":1000,""indices"":[59,80,145,152,157,344,397,415,442,560,627,730,812,931,953,980,985],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",0,"{""vectorType"":""dense"",""length"":3,""values"":[1.7746575638626838,-0.7352709781709375,-1.0393865856917475]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8762429101021184,0.0712158072062529,0.05254128269162861]}",0
